variable,coef_2006,odds_ratio_2006,OR_lower_CI_2006,OR_upper_CI_2006,pvalue_2006,coef_2007,odds_ratio_2007,OR_lower_CI_2007,OR_upper_CI_2007,pvalue_2007,coef_2008,odds_ratio_2008,OR_lower_CI_2008,OR_upper_CI_2008,pvalue_2008,coef_2009,odds_ratio_2009,OR_lower_CI_2009,OR_upper_CI_2009,pvalue_2009,coef_2010,odds_ratio_2010,OR_lower_CI_2010,OR_upper_CI_2010,pvalue_2010,coef_2011,odds_ratio_2011,OR_lower_CI_2011,OR_upper_CI_2011,pvalue_2011,coef_2012,odds_ratio_2012,OR_lower_CI_2012,OR_upper_CI_2012,pvalue_2012,coef_2013,odds_ratio_2013,OR_lower_CI_2013,OR_upper_CI_2013,pvalue_2013,coef_2014,odds_ratio_2014,OR_lower_CI_2014,OR_upper_CI_2014,pvalue_2014,coef_2015,odds_ratio_2015,OR_lower_CI_2015,OR_upper_CI_2015,pvalue_2015,coef_2016,odds_ratio_2016,OR_lower_CI_2016,OR_upper_CI_2016,pvalue_2016,coef_2017,odds_ratio_2017,OR_lower_CI_2017,OR_upper_CI_2017,pvalue_2017
male_black,-0.0022079403018674553,0.997794495405359,0.9977549784668845,0.9978340139089356,0.0,-0.004319937724735457,0.995689379784389,0.9956352604430221,0.9957435020674988,0.0,-0.0024303089174614535,0.9975726418923119,0.9975238099397239,0.9976214762353788,0.0,-0.0028020136497531774,0.9972019083264947,0.9971480726898807,0.9972557468696737,0.0,0.0004314381002854635,1.0004315311830887,1.0003912839059748,1.0004717800794123,4.410939863110316e-98,0.00016231738187437832,1.0001623305560534,1.000125399421564,1.0001992630542804,6.960737031265937e-18,-0.0009465283530513059,0.9990539194636088,0.9990142606333435,0.9990935798682486,0.0,-0.0010929133100730795,0.9989076837021645,0.9988622425604586,0.9989531269111199,0.0,-0.002935488524589739,0.9970688158090452,0.9969914523032661,0.997146185317997,0.0,-0.002648102445204624,0.9973554006851773,0.9972744848694947,0.9974363230661227,0.0,-0.001149558258178468,0.9988511022308015,0.9987736626493359,0.9989285478165193,1.1406138440371298e-185,0.001078389717014071,1.0010789713882755,1.0010238721780913,1.0011340736312777,0.0
female_black,0.0025309029371201166,1.002534108375606,1.0024600726396116,1.0026081495794397,0.0,0.008361716411334987,1.0083967732055397,1.0082882513095517,1.008505306781721,0.0,0.007576844232901455,1.0076056211506608,1.0075201410312529,1.0076911085223812,0.0,0.00339483404721955,1.0034006030227145,1.003309519788215,1.003491694526004,0.0,0.00032905238966763196,1.0003291065333437,1.0002507933767824,1.0004074258213178,1.7559878334653645e-16,-0.000186952677697496,0.9998130647968654,0.9997328009819308,0.9998933350558017,5.014857361755478e-06,0.0024272035705228366,1.0024301516137937,1.0023562603398253,1.0025040483348477,0.0,0.002951129764305496,1.0029554886345575,1.0028846958073236,1.0030262864590005,0.0,0.00906509711468986,1.009106309544969,1.0089343161635849,1.0092783322461245,0.0,0.013550649588431156,1.0136428757445106,1.0134362420905478,1.013849551529853,0.0,0.008697875392864138,1.0087358118200427,1.008559076906549,1.00891257770369,0.0,0.0018739470271095923,1.0018757039631367,1.0017759722204338,1.0019754456346268,5.615749779258112e-298
male_hispanic,0.0011104401600605346,1.0011110569270083,1.0010914695663382,1.0011306446709247,0.0,0.0018131207044599438,1.0018147654016658,1.0017892692018608,1.0018402622503657,0.0,0.0014676948734088685,1.0014687724646567,1.0014420253879006,1.0014955202557891,0.0,0.0011014299584672788,1.0011020367552048,1.0010840595252775,1.001120014307963,0.0,0.00048566333643643503,1.000485781289969,1.0004717162527004,1.00049984652497,0.0,0.0005020453190674995,1.0005021713649114,1.0004895911330098,1.0005147517549977,0.0,0.0006624467425828524,1.000662666208885,1.0006484628957524,1.0006768697236212,0.0,0.0007890627904128042,1.0007893741823537,1.0007731120357428,1.0008056365932176,0.0,0.0015051504167534222,1.00150628372417,1.0014820108979334,1.0015305571387048,0.0,0.0014632846239797748,1.0014643557473142,1.0014413655271845,1.0014873464952334,0.0,0.001509264136320564,1.00151040364864,1.001488448762919,1.001532359015662,0.0,0.000491131309884122,1.0004912519346125,1.0004767491438002,1.0005057549356555,0.0
male_asian/pacific islander,0.012187414594445264,1.0122619837588853,1.012043051546323,1.012480963332391,0.0,0.013826949959867815,1.0139229843428559,1.0137170019009436,1.0141290086394144,0.0,-0.004687309286999636,0.9953236590032283,0.9950533567129337,0.9955940347200658,8.69991094248102e-251,0.0066347858226685225,1.006656844772609,1.0064589887778368,1.0068547396631484,0.0,-0.003470691110510333,0.9965353247761081,0.9964091035807541,0.9966615619606678,0.0,-0.0007348380948396782,0.9992654318325515,0.9991483831725667,0.9993824942046023,9.634996246823543e-35,-0.0015923855622053224,0.9984088816109854,0.9983224867012797,0.9984952839973136,7.745894393617952e-285,0.001442776967053422,1.001443818270471,1.0013390988953226,1.001548548597102,4.862332734559842e-161,-0.008110899429621588,0.9919219051636565,0.9917342129131089,0.9921096329362024,0.0,-0.023802499675979773,0.9764785455438612,0.97610467486287,0.9768525594259757,0.0,-0.03399234370900401,0.9665789050185443,0.9661598208241032,0.9669981709961212,0.0,-0.013620691908666181,0.9864716499864238,0.9862447057813729,0.986698646413476,0.0
female_hispanic,-0.003525786577031858,0.9964804217099533,0.9964240831813911,0.996536763423936,0.0,-0.006290089421185238,0.9937296517782875,0.9936522580463115,0.9938070515383178,0.0,-0.00772413529674613,0.9923056191778131,0.9922176000315526,0.9923936461322098,0.0,-0.002751581949334458,0.9972522001825336,0.997207515360489,0.997296887006903,0.0,-0.001641304875078871,0.9983600413291563,0.9983225053772816,0.9983975786923462,0.0,-0.001381093931661822,0.9986198593396592,0.9985858909864901,0.9986538288483116,0.0,-0.0018263354060894358,0.9981753313295911,0.9981384147361774,0.9982122492883816,0.0,-0.0019022819308768782,0.9980995262606503,0.9980550371808508,0.9981440173235852,0.0,-0.004537085403931679,0.995473191619597,0.9954046059975872,0.9955417819673109,0.0,-0.004586552345758464,0.9954239498230677,0.9953643810060008,0.9954835222051044,0.0,-0.00439063902232617,0.9956189857417453,0.995566083458678,0.9956718908359284,0.0,-0.0016826313867821594,0.9983187834437524,0.9982864087238676,0.9983511592135588,0.0
female_asian/pacific islander,-0.033462328123305095,0.9670913426909924,0.9664441811150353,0.9677389376267996,0.0,-0.03626070154290052,0.9643888430484503,0.9638013759280684,0.9649766682484388,0.0,0.007332725588697777,1.0073596758536711,1.006548173576103,1.0081718323830315,3.892544594231441e-71,-0.011048302353278479,0.9890125059901479,0.9885209647219487,0.9895042916768539,0.0,0.014651338833932536,1.0147591958046607,1.0144488366115376,1.0150696499486824,0.0,0.0068777937369619456,1.0069015000782502,1.0065823644889822,1.007220736849029,0.0,0.004751575284772176,1.0047628819196313,1.0045378351494236,1.0049879791071024,0.0,-0.004379102135025332,0.9956304721520369,0.9953384758687154,0.9959225540964994,3.246004051331133e-188,0.01876701626247247,1.0189442235268602,1.0184968447516058,1.0193917988150145,0.0,0.0446081313088088,1.0456180346443944,1.0447115773943425,1.0465252783935757,0.0,0.06753935827973336,1.0698723671051606,1.0687965366643994,1.0709492804565577,0.0,0.026792820836193422,1.0271549756086282,1.0266507843573873,1.0276594144696911,0.0
female_white,0.00023353536406954206,1.0002335626355756,1.0002282303414736,1.0002388949581045,0.0,0.00013961106632000845,1.0001396208123985,1.0001336456614685,1.0001455959990262,0.0,0.00016965371268352707,1.0001696681046885,1.0001641819441407,1.0001751542953294,0.0,8.785500424550253e-05,1.0000878588636095,1.0000830949841553,1.000092622765756,3.920025281108001e-286,-0.00013982456805943796,0.9998601852069399,0.9998564304658648,0.999863939962115,0.0,-5.8581313801231324e-05,0.9999414204020505,0.9999375436823116,0.9999452971368192,9.487282275942994e-193,-3.002825145360913e-05,0.9999699721993898,0.9999666921050865,0.9999732523044526,5.512804149977649e-72,-8.050158355872018e-05,0.9999195016566068,0.9999155386383121,0.9999234646906084,0.0,-7.313959388302531e-05,0.9999268630807518,0.9999210334475661,0.9999326927479248,1.6901629550630613e-133,-0.0003206988007217704,0.9996793526176418,0.9996700186972498,0.9996886866251847,0.0,-0.00010332398044152949,0.9998966813572971,0.9998869850926639,0.9999063777159584,7.606313666374314e-97,-3.196459359070032e-05,0.9999680359172715,0.9999624289795467,0.9999736428864352,5.517527263864773e-29
county_type_Non core,-0.23396014293313022,0.7913933578849796,0.7819522824047973,0.8009484222980268,0.0,-0.2552673968530967,0.7747093154293264,0.7648458939733236,0.7846999351661664,0.0,-0.44214792155452576,0.6426545659618708,0.6350029568596396,0.6503983748266713,0.0,-0.2821272267536561,0.7541777268451596,0.7452385728867746,0.7632241061625086,0.0,-0.2600168410620319,0.7710386005853227,0.7623940656645573,0.7797811530371287,0.0,-0.2478943115201644,0.7804424226926492,0.7718928602503089,0.789086680942814,0.0,-0.20902328996388203,0.811376338497737,0.8024219435924906,0.8204306573753515,2.505947706237592e-298,-0.21720775511222112,0.8047627583589643,0.7953502123997915,0.8142866967840624,1.0375390257462981e-286,-0.20019639278963056,0.8185699760496699,0.8082340621227927,0.8290380684155789,2.3290174456465049e-209,-0.24070244001754904,0.7860754962023261,0.7750890753973504,0.7972176429050539,2.596188399909673e-246,-0.30373456812117855,0.738056744241637,0.7282466404599273,0.7479989984938894,0.0,-0.356246685319279,0.7002998452346877,0.692012344980621,0.7086865961176765,0.0
county_type_Micropolitan,-0.18226085144734258,0.8333839226576824,0.8226506630900725,0.8442572208420643,3.577056110153188e-167,-0.22187484138823774,0.8010156120631008,0.789995079492925,0.8121898824745404,2.7805523519296067e-216,-0.43362189813517327,0.6481572786363298,0.6397172887321029,0.6567086199622522,0.0,-0.23864634012172697,0.7876934086730238,0.7775868804338983,0.7979312944692513,2.8743192638020255e-287,-0.17852203449100149,0.8365056246986613,0.826313734588216,0.8468232232654415,3.462128675752146e-179,-0.24667775020857122,0.7813924565200501,0.7721375159738544,0.7907583279855983,0.0,-0.18291123553165325,0.8328420792405328,0.8231914827960942,0.8426058134101299,9.343079871726632e-208,-0.21552025041831616,0.8061219457862132,0.7960692760358301,0.8163015594749601,2.1168379624668658e-248,-0.394469050889508,0.6740378240408164,0.6652269455471765,0.6829654019260688,0.0,-0.44947441861270404,0.6379633651935722,0.629134299166972,0.6469163354597047,0.0,-0.40523257657657935,0.6668217057127582,0.6580149048167959,0.6757463758871416,0.0,-0.46380100626494336,0.628888686925144,0.6214865193505164,0.6363790174495652,0.0
const,-3.3488128831969797,0.035126028058154665,0.03427495169946352,0.03599823737057466,0.0,-3.334757691627251,0.0356232169694131,0.03466599952721475,0.03660686564810096,0.0,-3.2857531981451147,0.037412395531658454,0.03644974408087673,0.03840047096933117,0.0,-3.799108989089445,0.02239071334068782,0.021841788665600846,0.022953433511351307,0.0,-4.206358435826096,0.014900530899506926,0.014546620111557437,0.015263052130629225,0.0,-3.8048772730057805,0.02226192913805907,0.021770742858335128,0.022764197444839183,0.0,-3.5328787453373307,0.029220675788170787,0.028596523671675946,0.02985845074459532,0.0,-3.7258332017926907,0.024093017715951084,0.023515192614838608,0.02468504137596735,0.0,-3.1406895630427387,0.04325296197220587,0.04215795700598447,0.04437640844653638,0.0,-2.8694722024413406,0.05672886003358139,0.055260326471621456,0.058236419619459405,0.0,-3.3425106218254235,0.03534810051221468,0.03452153446126766,0.036194457439993805,0.0,-3.462354064075922,0.031355861362252796,0.030678421248204253,0.032048260691588504,0.0
Speeding Over Limit,0.2416002142677091,1.2732850498528594,1.2576914618354416,1.289071976216474,0.0,0.30178014210858506,1.3522638881374818,1.333699868775497,1.3710863035771301,0.0,0.47756193311968803,1.6121391039263109,1.5910493989141912,1.6335083575544582,0.0,0.5569171580492877,1.7452837642488435,1.723398577184647,1.7674468681102198,0.0,0.6710587794528324,1.9563075227073015,1.9321642357515627,1.980752491214868,0.0,0.4513875696255163,1.5704898383151442,1.5521070442481935,1.5890903539103622,0.0,0.29095645351638505,1.3377063302748802,1.3219592263064306,1.3536410128603238,0.0,0.20306958413041765,1.22515771681584,1.209627602957847,1.2408872180190398,1.0932281989112736e-213,0.14353886013402403,1.1543516681960568,1.1387634537846443,1.1701532653145879,4.057099520061268e-95,-0.07565880244362366,0.9271324879384187,0.9135086240593363,0.940959535084859,1.2831622114712455e-23,0.22731821097292793,1.2552292321110763,1.2374860101861795,1.2732268584669604,5.333170989721113e-215,0.2234688946376072,1.2504067453165955,1.2352997903980787,1.2656984489808696,2.5285865908640118e-284
Speeding-10% or More Above Posted Speed,7.605359467497219,2008.9339103758007,1843.0561778335166,2189.7408797391317,0.0,7.784221243492786,2402.394538927382,2177.83118632631,2650.1133590633362,0.0,6.52636760134825,682.9130881642452,639.255109376461,729.5526921027362,0.0,6.40056957869686,602.1879336282537,566.9377928446569,639.6298006311042,0.0,6.671539252346724,789.6100786983195,744.1158074284762,837.8858104581998,0.0,6.607148497375847,740.368842162901,697.0437087336298,786.386872986045,0.0,6.338401695226406,565.8911217086452,533.9205611963769,599.7760432958612,0.0,6.090086505465959,441.45959816249524,418.0518984552545,466.1779495079871,0.0,5.550018250084156,257.2422505556568,244.4967328683951,270.6521870235316,0.0,6.139073515104009,463.6238313392715,435.68143142489885,493.35831523211715,0.0,6.6164052712501435,747.2540875330151,702.5226700287321,794.8336689433262,0.0,6.820202501918604,916.170517585282,861.0560044323679,974.8128030833705,0.0
