,variable,coef,odds_ratio,lower_CI,upper_CI,pvalue
0,const,0.26636870339675284,1.3052162076301024,1.2470021118581198,1.3661479258618414,2.5680205456380016e-30
1,holiday,-0.9844200194191574,0.3736558772568253,0.3214146150814041,0.43438819536319684,1.4169993738283727e-37
2,subject_race_asian/pacific islander,0.38068683369567385,1.4632892807513416,1.1963202853153818,1.7898346667232992,0.00021217641670383779
3,subject_race_black,0.2780374251282216,1.3205356174991154,1.18680689645406,1.4693328142041777,3.3280968513741357e-07
4,subject_race_hispanic,0.346685981700842,1.4143725167771712,1.3280022913004546,1.5063600637734116,4.1038347018882e-27
5,county_type_Micropolitan,-0.6485128617576814,0.5228227085591854,0.4875853296613354,0.5606066629917281,3.8510392695545706e-74
6,county_type_Non core,-0.512529614745941,0.5989784759930501,0.5524828886815696,0.6493870164180622,1.7535350923936145e-35
