"Label (Grouping)","Anderson County, Texas!!Estimate","Anderson County, Texas!!Margin of Error","Andrews County, Texas!!Estimate","Andrews County, Texas!!Margin of Error","Angelina County, Texas!!Estimate","Angelina County, Texas!!Margin of Error","Aransas County, Texas!!Estimate","Aransas County, Texas!!Margin of Error","Archer County, Texas!!Estimate","Archer County, Texas!!Margin of Error","Armstrong County, Texas!!Estimate","Armstrong County, Texas!!Margin of Error","Atascosa County, Texas!!Estimate","Atascosa County, Texas!!Margin of Error","Austin County, Texas!!Estimate","Austin County, Texas!!Margin of Error","Bailey County, Texas!!Estimate","Bailey County, Texas!!Margin of Error","Bandera County, Texas!!Estimate","Bandera County, Texas!!Margin of Error","Bastrop County, Texas!!Estimate","Bastrop County, Texas!!Margin of Error","Baylor County, Texas!!Estimate","Baylor County, Texas!!Margin of Error","Bee County, Texas!!Estimate","Bee County, Texas!!Margin of Error","Bell County, Texas!!Estimate","Bell County, Texas!!Margin of Error","Bexar County, Texas!!Estimate","Bexar County, Texas!!Margin of Error","Blanco County, Texas!!Estimate","Blanco County, Texas!!Margin of Error","Borden County, Texas!!Estimate","Borden County, Texas!!Margin of Error","Bosque County, Texas!!Estimate","Bosque County, Texas!!Margin of Error","Bowie County, Texas!!Estimate","Bowie County, Texas!!Margin of Error","Brazoria County, Texas!!Estimate","Brazoria County, Texas!!Margin of Error","Brazos County, Texas!!Estimate","Brazos County, Texas!!Margin of Error","Brewster County, Texas!!Estimate","Brewster County, Texas!!Margin of Error","Briscoe County, Texas!!Estimate","Briscoe County, Texas!!Margin of Error","Brooks County, Texas!!Estimate","Brooks County, Texas!!Margin of Error","Brown County, Texas!!Estimate","Brown County, Texas!!Margin of Error","Burleson County, Texas!!Estimate","Burleson County, Texas!!Margin of Error","Burnet County, Texas!!Estimate","Burnet County, Texas!!Margin of Error","Caldwell County, Texas!!Estimate","Caldwell County, Texas!!Margin of Error","Calhoun County, Texas!!Estimate","Calhoun County, Texas!!Margin of Error","Callahan County, Texas!!Estimate","Callahan County, Texas!!Margin of Error","Cameron County, Texas!!Estimate","Cameron County, Texas!!Margin of Error","Camp County, Texas!!Estimate","Camp County, Texas!!Margin of Error","Carson County, Texas!!Estimate","Carson County, Texas!!Margin of Error","Cass County, Texas!!Estimate","Cass County, Texas!!Margin of Error","Castro County, Texas!!Estimate","Castro County, Texas!!Margin of Error","Chambers County, Texas!!Estimate","Chambers County, Texas!!Margin of Error","Cherokee County, Texas!!Estimate","Cherokee County, Texas!!Margin of Error","Childress County, Texas!!Estimate","Childress County, Texas!!Margin of Error","Clay County, Texas!!Estimate","Clay County, Texas!!Margin of Error","Cochran County, Texas!!Estimate","Cochran County, Texas!!Margin of Error","Coke County, Texas!!Estimate","Coke County, Texas!!Margin of Error","Coleman County, Texas!!Estimate","Coleman County, Texas!!Margin of Error","Collin County, Texas!!Estimate","Collin County, Texas!!Margin of Error","Collingsworth County, Texas!!Estimate","Collingsworth County, Texas!!Margin of Error","Colorado County, Texas!!Estimate","Colorado County, Texas!!Margin of Error","Comal County, Texas!!Estimate","Comal County, Texas!!Margin of Error","Comanche County, Texas!!Estimate","Comanche County, Texas!!Margin of Error","Concho County, Texas!!Estimate","Concho County, Texas!!Margin of Error","Cooke County, Texas!!Estimate","Cooke County, Texas!!Margin of Error","Coryell County, Texas!!Estimate","Coryell County, Texas!!Margin of Error","Cottle County, Texas!!Estimate","Cottle County, Texas!!Margin of Error","Crane County, Texas!!Estimate","Crane County, Texas!!Margin of Error","Crockett County, Texas!!Estimate","Crockett County, Texas!!Margin of Error","Crosby County, Texas!!Estimate","Crosby County, Texas!!Margin of Error","Culberson County, Texas!!Estimate","Culberson County, Texas!!Margin of Error","Dallam County, Texas!!Estimate","Dallam County, Texas!!Margin of Error","Dallas County, Texas!!Estimate","Dallas County, Texas!!Margin of Error","Dawson County, Texas!!Estimate","Dawson County, Texas!!Margin of Error","Deaf Smith County, Texas!!Estimate","Deaf Smith County, Texas!!Margin of Error","Delta County, Texas!!Estimate","Delta County, Texas!!Margin of Error","Denton County, Texas!!Estimate","Denton County, Texas!!Margin of Error","DeWitt County, Texas!!Estimate","DeWitt County, Texas!!Margin of Error","Dickens County, Texas!!Estimate","Dickens County, Texas!!Margin of Error","Dimmit County, Texas!!Estimate","Dimmit County, Texas!!Margin of Error","Donley County, Texas!!Estimate","Donley County, Texas!!Margin of Error","Duval County, Texas!!Estimate","Duval County, Texas!!Margin of Error","Eastland County, Texas!!Estimate","Eastland County, Texas!!Margin of Error","Ector County, Texas!!Estimate","Ector County, Texas!!Margin of Error","Edwards County, Texas!!Estimate","Edwards County, Texas!!Margin of Error","Ellis County, Texas!!Estimate","Ellis County, Texas!!Margin of Error","El Paso County, Texas!!Estimate","El Paso County, Texas!!Margin of Error","Erath County, Texas!!Estimate","Erath County, Texas!!Margin of Error","Falls County, Texas!!Estimate","Falls County, Texas!!Margin of Error","Fannin County, Texas!!Estimate","Fannin County, Texas!!Margin of Error","Fayette County, Texas!!Estimate","Fayette County, Texas!!Margin of Error","Fisher County, Texas!!Estimate","Fisher County, Texas!!Margin of Error","Floyd County, Texas!!Estimate","Floyd County, Texas!!Margin of Error","Foard County, Texas!!Estimate","Foard County, Texas!!Margin of Error","Fort Bend County, Texas!!Estimate","Fort Bend County, Texas!!Margin of Error","Franklin County, Texas!!Estimate","Franklin County, Texas!!Margin of Error","Freestone County, Texas!!Estimate","Freestone County, Texas!!Margin of Error","Frio County, Texas!!Estimate","Frio County, Texas!!Margin of Error","Gaines County, Texas!!Estimate","Gaines County, Texas!!Margin of Error","Galveston County, Texas!!Estimate","Galveston County, Texas!!Margin of Error","Garza County, Texas!!Estimate","Garza County, Texas!!Margin of Error","Gillespie County, Texas!!Estimate","Gillespie County, Texas!!Margin of Error","Glasscock County, Texas!!Estimate","Glasscock County, Texas!!Margin of Error","Goliad County, Texas!!Estimate","Goliad County, Texas!!Margin of Error","Gonzales County, Texas!!Estimate","Gonzales County, Texas!!Margin of Error","Gray County, Texas!!Estimate","Gray County, Texas!!Margin of Error","Grayson County, Texas!!Estimate","Grayson County, Texas!!Margin of Error","Gregg County, Texas!!Estimate","Gregg County, Texas!!Margin of Error","Grimes County, Texas!!Estimate","Grimes County, Texas!!Margin of Error","Guadalupe County, Texas!!Estimate","Guadalupe County, Texas!!Margin of Error","Hale County, Texas!!Estimate","Hale County, Texas!!Margin of Error","Hall County, Texas!!Estimate","Hall County, Texas!!Margin of Error","Hamilton County, Texas!!Estimate","Hamilton County, Texas!!Margin of Error","Hansford County, Texas!!Estimate","Hansford County, Texas!!Margin of Error","Hardeman County, Texas!!Estimate","Hardeman County, Texas!!Margin of Error","Hardin County, Texas!!Estimate","Hardin County, Texas!!Margin of Error","Harris County, Texas!!Estimate","Harris County, Texas!!Margin of Error","Harrison County, Texas!!Estimate","Harrison County, Texas!!Margin of Error","Hartley County, Texas!!Estimate","Hartley County, Texas!!Margin of Error","Haskell County, Texas!!Estimate","Haskell County, Texas!!Margin of Error","Hays County, Texas!!Estimate","Hays County, Texas!!Margin of Error","Hemphill County, Texas!!Estimate","Hemphill County, Texas!!Margin of Error","Henderson County, Texas!!Estimate","Henderson County, Texas!!Margin of Error","Hidalgo County, Texas!!Estimate","Hidalgo County, Texas!!Margin of Error","Hill County, Texas!!Estimate","Hill County, Texas!!Margin of Error","Hockley County, Texas!!Estimate","Hockley County, Texas!!Margin of Error","Hood County, Texas!!Estimate","Hood County, Texas!!Margin of Error","Hopkins County, Texas!!Estimate","Hopkins County, Texas!!Margin of Error","Houston County, Texas!!Estimate","Houston County, Texas!!Margin of Error","Howard County, Texas!!Estimate","Howard County, Texas!!Margin of Error","Hudspeth County, Texas!!Estimate","Hudspeth County, Texas!!Margin of Error","Hunt County, Texas!!Estimate","Hunt County, Texas!!Margin of Error","Hutchinson County, Texas!!Estimate","Hutchinson County, Texas!!Margin of Error","Irion County, Texas!!Estimate","Irion County, Texas!!Margin of Error","Jack County, Texas!!Estimate","Jack County, Texas!!Margin of Error","Jackson County, Texas!!Estimate","Jackson County, Texas!!Margin of Error","Jasper County, Texas!!Estimate","Jasper County, Texas!!Margin of Error","Jeff Davis County, Texas!!Estimate","Jeff Davis County, Texas!!Margin of Error","Jefferson County, Texas!!Estimate","Jefferson County, Texas!!Margin of Error","Jim Hogg County, Texas!!Estimate","Jim Hogg County, Texas!!Margin of Error","Jim Wells County, Texas!!Estimate","Jim Wells County, Texas!!Margin of Error","Johnson County, Texas!!Estimate","Johnson County, Texas!!Margin of Error","Jones County, Texas!!Estimate","Jones County, Texas!!Margin of Error","Karnes County, Texas!!Estimate","Karnes County, Texas!!Margin of Error","Kaufman County, Texas!!Estimate","Kaufman County, Texas!!Margin of Error","Kendall County, Texas!!Estimate","Kendall County, Texas!!Margin of Error","Kenedy County, Texas!!Estimate","Kenedy County, Texas!!Margin of Error","Kent County, Texas!!Estimate","Kent County, Texas!!Margin of Error","Kerr County, Texas!!Estimate","Kerr County, Texas!!Margin of Error","Kimble County, Texas!!Estimate","Kimble County, Texas!!Margin of Error","King County, Texas!!Estimate","King County, Texas!!Margin of Error","Kinney County, Texas!!Estimate","Kinney County, Texas!!Margin of Error","Kleberg County, Texas!!Estimate","Kleberg County, Texas!!Margin of Error","Knox County, Texas!!Estimate","Knox County, Texas!!Margin of Error","Lamar County, Texas!!Estimate","Lamar County, Texas!!Margin of Error","Lamb County, Texas!!Estimate","Lamb County, Texas!!Margin of Error","Lampasas County, Texas!!Estimate","Lampasas County, Texas!!Margin of Error","La Salle County, Texas!!Estimate","La Salle County, Texas!!Margin of Error","Lavaca County, Texas!!Estimate","Lavaca County, Texas!!Margin of Error","Lee County, Texas!!Estimate","Lee County, Texas!!Margin of Error","Leon County, Texas!!Estimate","Leon County, Texas!!Margin of Error","Liberty County, Texas!!Estimate","Liberty County, Texas!!Margin of Error","Limestone County, Texas!!Estimate","Limestone County, Texas!!Margin of Error","Lipscomb County, Texas!!Estimate","Lipscomb County, Texas!!Margin of Error","Live Oak County, Texas!!Estimate","Live Oak County, Texas!!Margin of Error","Llano County, Texas!!Estimate","Llano County, Texas!!Margin of Error","Loving County, Texas!!Estimate","Loving County, Texas!!Margin of Error","Lubbock County, Texas!!Estimate","Lubbock County, Texas!!Margin of Error","Lynn County, Texas!!Estimate","Lynn County, Texas!!Margin of Error","McCulloch County, Texas!!Estimate","McCulloch County, Texas!!Margin of Error","McLennan County, Texas!!Estimate","McLennan County, Texas!!Margin of Error","McMullen County, Texas!!Estimate","McMullen County, Texas!!Margin of Error","Madison County, Texas!!Estimate","Madison County, Texas!!Margin of Error","Marion County, Texas!!Estimate","Marion County, Texas!!Margin of Error","Martin County, Texas!!Estimate","Martin County, Texas!!Margin of Error","Mason County, Texas!!Estimate","Mason County, Texas!!Margin of Error","Matagorda County, Texas!!Estimate","Matagorda County, Texas!!Margin of Error","Maverick County, Texas!!Estimate","Maverick County, Texas!!Margin of Error","Medina County, Texas!!Estimate","Medina County, Texas!!Margin of Error","Menard County, Texas!!Estimate","Menard County, Texas!!Margin of Error","Midland County, Texas!!Estimate","Midland County, Texas!!Margin of Error","Milam County, Texas!!Estimate","Milam County, Texas!!Margin of Error","Mills County, Texas!!Estimate","Mills County, Texas!!Margin of Error","Mitchell County, Texas!!Estimate","Mitchell County, Texas!!Margin of Error","Montague County, Texas!!Estimate","Montague County, Texas!!Margin of Error","Montgomery County, Texas!!Estimate","Montgomery County, Texas!!Margin of Error","Moore County, Texas!!Estimate","Moore County, Texas!!Margin of Error","Morris County, Texas!!Estimate","Morris County, Texas!!Margin of Error","Motley County, Texas!!Estimate","Motley County, Texas!!Margin of Error","Nacogdoches County, Texas!!Estimate","Nacogdoches County, Texas!!Margin of Error","Navarro County, Texas!!Estimate","Navarro County, Texas!!Margin of Error","Newton County, Texas!!Estimate","Newton County, Texas!!Margin of Error","Nolan County, Texas!!Estimate","Nolan County, Texas!!Margin of Error","Nueces County, Texas!!Estimate","Nueces County, Texas!!Margin of Error","Ochiltree County, Texas!!Estimate","Ochiltree County, Texas!!Margin of Error","Oldham County, Texas!!Estimate","Oldham County, Texas!!Margin of Error","Orange County, Texas!!Estimate","Orange County, Texas!!Margin of Error","Palo Pinto County, Texas!!Estimate","Palo Pinto County, Texas!!Margin of Error","Panola County, Texas!!Estimate","Panola County, Texas!!Margin of Error","Parker County, Texas!!Estimate","Parker County, Texas!!Margin of Error","Parmer County, Texas!!Estimate","Parmer County, Texas!!Margin of Error","Pecos County, Texas!!Estimate","Pecos County, Texas!!Margin of Error","Polk County, Texas!!Estimate","Polk County, Texas!!Margin of Error","Potter County, Texas!!Estimate","Potter County, Texas!!Margin of Error","Presidio County, Texas!!Estimate","Presidio County, Texas!!Margin of Error","Rains County, Texas!!Estimate","Rains County, Texas!!Margin of Error","Randall County, Texas!!Estimate","Randall County, Texas!!Margin of Error","Reagan County, Texas!!Estimate","Reagan County, Texas!!Margin of Error","Real County, Texas!!Estimate","Real County, Texas!!Margin of Error","Red River County, Texas!!Estimate","Red River County, Texas!!Margin of Error","Reeves County, Texas!!Estimate","Reeves County, Texas!!Margin of Error","Refugio County, Texas!!Estimate","Refugio County, Texas!!Margin of Error","Roberts County, Texas!!Estimate","Roberts County, Texas!!Margin of Error","Robertson County, Texas!!Estimate","Robertson County, Texas!!Margin of Error","Rockwall County, Texas!!Estimate","Rockwall County, Texas!!Margin of Error","Runnels County, Texas!!Estimate","Runnels County, Texas!!Margin of Error","Rusk County, Texas!!Estimate","Rusk County, Texas!!Margin of Error","Sabine County, Texas!!Estimate","Sabine County, Texas!!Margin of Error","San Augustine County, Texas!!Estimate","San Augustine County, Texas!!Margin of Error","San Jacinto County, Texas!!Estimate","San Jacinto County, Texas!!Margin of Error","San Patricio County, Texas!!Estimate","San Patricio County, Texas!!Margin of Error","San Saba County, Texas!!Estimate","San Saba County, Texas!!Margin of Error","Schleicher County, Texas!!Estimate","Schleicher County, Texas!!Margin of Error","Scurry County, Texas!!Estimate","Scurry County, Texas!!Margin of Error","Shackelford County, Texas!!Estimate","Shackelford County, Texas!!Margin of Error","Shelby County, Texas!!Estimate","Shelby County, Texas!!Margin of Error","Sherman County, Texas!!Estimate","Sherman County, Texas!!Margin of Error","Smith County, Texas!!Estimate","Smith County, Texas!!Margin of Error","Somervell County, Texas!!Estimate","Somervell County, Texas!!Margin of Error","Starr County, Texas!!Estimate","Starr County, Texas!!Margin of Error","Stephens County, Texas!!Estimate","Stephens County, Texas!!Margin of Error","Sterling County, Texas!!Estimate","Sterling County, Texas!!Margin of Error","Stonewall County, Texas!!Estimate","Stonewall County, Texas!!Margin of Error","Sutton County, Texas!!Estimate","Sutton County, Texas!!Margin of Error","Swisher County, Texas!!Estimate","Swisher County, Texas!!Margin of Error","Tarrant County, Texas!!Estimate","Tarrant County, Texas!!Margin of Error","Taylor County, Texas!!Estimate","Taylor County, Texas!!Margin of Error","Terrell County, Texas!!Estimate","Terrell County, Texas!!Margin of Error","Terry County, Texas!!Estimate","Terry County, Texas!!Margin of Error","Throckmorton County, Texas!!Estimate","Throckmorton County, Texas!!Margin of Error","Titus County, Texas!!Estimate","Titus County, Texas!!Margin of Error","Tom Green County, Texas!!Estimate","Tom Green County, Texas!!Margin of Error","Travis County, Texas!!Estimate","Travis County, Texas!!Margin of Error","Trinity County, Texas!!Estimate","Trinity County, Texas!!Margin of Error","Tyler County, Texas!!Estimate","Tyler County, Texas!!Margin of Error","Upshur County, Texas!!Estimate","Upshur County, Texas!!Margin of Error","Upton County, Texas!!Estimate","Upton County, Texas!!Margin of Error","Uvalde County, Texas!!Estimate","Uvalde County, Texas!!Margin of Error","Val Verde County, Texas!!Estimate","Val Verde County, Texas!!Margin of Error","Van Zandt County, Texas!!Estimate","Van Zandt County, Texas!!Margin of Error","Victoria County, Texas!!Estimate","Victoria County, Texas!!Margin of Error","Walker County, Texas!!Estimate","Walker County, Texas!!Margin of Error","Waller County, Texas!!Estimate","Waller County, Texas!!Margin of Error","Ward County, Texas!!Estimate","Ward County, Texas!!Margin of Error","Washington County, Texas!!Estimate","Washington County, Texas!!Margin of Error","Webb County, Texas!!Estimate","Webb County, Texas!!Margin of Error","Wharton County, Texas!!Estimate","Wharton County, Texas!!Margin of Error","Wheeler County, Texas!!Estimate","Wheeler County, Texas!!Margin of Error","Wichita County, Texas!!Estimate","Wichita County, Texas!!Margin of Error","Wilbarger County, Texas!!Estimate","Wilbarger County, Texas!!Margin of Error","Willacy County, Texas!!Estimate","Willacy County, Texas!!Margin of Error","Williamson County, Texas!!Estimate","Williamson County, Texas!!Margin of Error","Wilson County, Texas!!Estimate","Wilson County, Texas!!Margin of Error","Winkler County, Texas!!Estimate","Winkler County, Texas!!Margin of Error","Wise County, Texas!!Estimate","Wise County, Texas!!Margin of Error","Wood County, Texas!!Estimate","Wood County, Texas!!Margin of Error","Yoakum County, Texas!!Estimate","Yoakum County, Texas!!Margin of Error","Young County, Texas!!Estimate","Young County, Texas!!Margin of Error","Zapata County, Texas!!Estimate","Zapata County, Texas!!Margin of Error","Zavala County, Texas!!Estimate","Zavala County, Texas!!Margin of Error"
"Gini Index","0.465","±0.024","0.531","±0.085","0.452","±0.018","0.470","±0.026","0.409","±0.023","0.375","±0.045","0.429","±0.020","0.452","±0.023","0.427","±0.060","0.452","±0.029","0.407","±0.019","0.515","±0.063","0.476","±0.028","0.424","±0.008","0.463","±0.004","0.440","±0.027","0.502","±0.065","0.421","±0.026","0.469","±0.016","0.416","±0.008","0.529","±0.012","0.490","±0.041","0.392","±0.039","0.512","±0.025","0.476","±0.030","0.409","±0.020","0.442","±0.023","0.428","±0.018","0.436","±0.027","0.423","±0.032","0.492","±0.008","0.436","±0.030","0.385","±0.025","0.456","±0.023","0.419","±0.029","0.384","±0.021","0.450","±0.020","0.438","±0.034","0.385","±0.020","0.397","±0.031","0.381","±0.027","0.497","±0.028","0.424","±0.006","0.496","±0.050","0.460","±0.022","0.439","±0.013","0.430","±0.025","0.415","±0.029","0.438","±0.026","0.382","±0.015","0.393","±0.030","0.387","±0.037","0.470","±0.100","0.450","±0.028","0.541","±0.088","0.396","±0.043","0.492","±0.004","0.455","±0.035","0.390","±0.023","0.451","±0.047","0.422","±0.006","0.444","±0.021","0.478","±0.047","0.450","±0.030","0.409","±0.034","0.467","±0.035","0.451","±0.026","0.473","±0.021","0.626","±0.167","0.404","±0.010","0.470","±0.006","0.466","±0.020","0.433","±0.019","0.417","±0.020","0.446","±0.029","0.413","±0.031","0.417","±0.029","0.458","±0.049","0.425","±0.006","0.486","±0.053","0.484","±0.035","0.436","±0.035","0.511","±0.058","0.449","±0.007","0.477","±0.043","0.436","±0.030","0.400","±0.054","0.456","±0.055","0.449","±0.027","0.469","±0.039","0.424","±0.009","0.459","±0.015","0.438","±0.030","0.395","±0.012","0.432","±0.022","0.543","±0.070","0.444","±0.058","0.389","±0.026","0.385","±0.035","0.419","±0.019","0.488","±0.003","0.450","±0.014","0.437","±0.049","0.476","±0.033","0.459","±0.010","0.429","±0.043","0.460","±0.014","0.491","±0.007","0.437","±0.016","0.433","±0.020","0.446","±0.021","0.433","±0.018","0.493","±0.033","0.437","±0.019","0.498","±0.076","0.453","±0.014","0.419","±0.027","0.489","±0.069","0.421","±0.028","0.457","±0.036","0.441","±0.017","0.407","±0.030","0.468","±0.008","0.427","±0.065","0.452","±0.018","0.405","±0.012","0.412","±0.022","0.441","±0.026","0.394","±0.010","0.477","±0.029","0.417","±0.154","0.377","±0.055","0.451","±0.018","0.447","±0.034","0.415","±0.065","0.452","±0.044","0.493","±0.028","0.442","±0.032","0.448","±0.017","0.420","±0.024","0.435","±0.035","0.464","±0.063","0.444","±0.029","0.422","±0.031","0.454","±0.028","0.413","±0.011","0.411","±0.020","0.429","±0.035","0.429","±0.040","0.480","±0.034","0.207","±0.221","0.480","±0.010","0.397","±0.023","0.494","±0.037","0.464","±0.007","0.463","±0.077","0.454","±0.034","0.487","±0.030","0.422","±0.035","0.471","±0.038","0.469","±0.027","0.473","±0.026","0.422","±0.015","0.506","±0.047","0.503","±0.015","0.462","±0.022","0.454","±0.028","0.398","±0.034","0.438","±0.020","0.460","±0.007","0.383","±0.023","0.444","±0.021","0.451","±0.041","0.485","±0.016","0.451","±0.020","0.460","±0.049","0.446","±0.020","0.472","±0.009","0.423","±0.029","0.416","±0.062","0.432","±0.014","0.456","±0.024","0.444","±0.032","0.444","±0.014","0.417","±0.024","0.470","±0.040","0.443","±0.016","0.461","±0.011","0.473","±0.036","0.399","±0.024","0.439","±0.011","0.349","±0.035","0.402","±0.041","0.409","±0.022","0.434","±0.027","0.421","±0.037","0.468","±0.078","0.478","±0.023","0.393","±0.016","0.441","±0.036","0.462","±0.041","0.429","±0.031","0.503","±0.034","0.440","±0.032","0.436","±0.016","0.471","±0.037","0.401","±0.038","0.501","±0.058","0.423","±0.037","0.491","±0.029","0.389","±0.027","0.479","±0.012","0.453","±0.049","0.519","±0.025","0.451","±0.067","0.459","±0.051","0.413","±0.043","0.434","±0.067","0.432","±0.026","0.448","±0.003","0.449","±0.015","0.385","±0.051","0.547","±0.082","0.428","±0.037","0.418","±0.021","0.445","±0.012","0.487","±0.005","0.432","±0.035","0.443","±0.027","0.430","±0.021","0.420","±0.041","0.491","±0.034","0.435","±0.020","0.428","±0.022","0.447","±0.015","0.485","±0.021","0.447","±0.018","0.431","±0.030","0.512","±0.029","0.460","±0.010","0.460","±0.024","0.513","±0.053","0.472","±0.016","0.454","±0.049","0.545","±0.035","0.370","±0.006","0.390","±0.022","0.431","±0.036","0.395","±0.012","0.428","±0.016","0.435","±0.029","0.512","±0.039","0.514","±0.034","0.482","±0.037"
