geoid,County Name,State,metro code,Metropolitan Status,Total Population,"Total population, MOE",Disabiltiy Population,"Disability Population, MOE",Disabitiy Rate,"Disability Rate, MOE",Male Disabiltiy Rate,Female Disability Rate,Vision Disabiltiy Rate,Hearing Disabiltiy Rate,Cognative Disabitliy Rate,Mobility Disabiltiy Rate,Self Care Disabiltiy Rate,Independent Living,Disability Employment Rate,Disability Unemployment Rates,Out of the Labor Force Disability Rate,Veteran Disability Rate ,Disability Poverty Rate ,Disability Rate-Black/African America,Disability Rate-White,Disability Rate-Asian,Disability Rate-American Indian/Alaskan Native,Disability Rate-Native Hawaiian Pacific Islander,Disability Rate-Other race,Disability Rate-Two or more races,Disability Rate- Hispanic (of any race),,,,
0500000US21151,Madison,Kentucky,,Micropolitan,87531,154,13870,770,15.8,0.9,15.4,16.2,3,3.7,7.6,8.5,3.3,7.1,31.5,6.7,61.8,32.3,27.4,16.2,15.8,9.7,8.2,0,11.3,21.6,3.1,,,,
0500000US21153,Magoffin,Kentucky,,Non core,12658,114,3761,287,29.7,2.3,33.1,26.2,9.3,10.7,11.5,19.9,6.4,12.4,18.7,2.7,78.5,57,34.2,100,29.7,,100,,,,5.6,,,,
0500000US21155,Marion,Kentucky,,Non core,18573,224,3573,313,19.2,1.7,19.2,19.3,2.8,5.1,8.1,10.7,3.9,8.6,24.7,4.5,70.8,49.8,24.9,22.3,18.8,29.6,0,,47.3,4.7,24.9,,,,
0500000US21157,Marshall,Kentucky,,Non core,30628,122,5701,588,18.6,1.9,18.7,18.5,3.2,6,6.4,11.2,3.4,7.8,26.8,2.8,70.5,30.4,16.7,74.1,18.4,3.9,48.7,,0,19.1,27.4,,,,
0500000US21159,Martin,Kentucky,,Non core,10748,606,3248,445,30.2,3.3,31.1,29.4,7.7,11.2,11.7,22.1,6.7,13.8,17.9,2.2,80,60.7,34.8,100,30.5,,,,,0,34,,,,
0500000US21161,Mason,Kentucky,,Micropolitan,16858,155,3189,341,18.9,2,17.5,20.3,3.9,5.9,5.3,11.3,3.7,6.9,24.6,1.7,73.7,34.5,27,17.2,19.4,0,0,,0,13.3,18.2,,,,
0500000US21145,McCracken,Kentucky,,Micropolitan,64106,194,10094,721,15.7,1.1,15.5,16,2.7,4.3,6.1,9.7,3.5,7.2,32.1,3.3,64.6,34.9,21.1,15.6,15.9,12.3,26.5,0,8,13.4,4.9,,,,
0500000US21147,McCreary,Kentucky,,Non core,16203,349,3837,435,23.7,2.5,23.6,23.8,4.2,7.1,11,13.5,6.4,12.3,9.6,8.2,82.2,47.3,41.4,0,24.1,0,32,,,18.8,20.2,,,,
0500000US21149,McLean,Kentucky,,Metropolitan,9265,87,1629,162,17.6,1.7,16.5,18.7,4.4,5.1,6.6,10.7,3.8,8.6,26.4,7.2,66.4,38.9,24.7,100,17.2,0,0,,44.4,33.3,5.8,,,,
0500000US21163,Meade,Kentucky,,Metropolitan,27457,167,5210,426,19,1.5,19.4,18.5,3.1,5.5,7.7,10.9,2.8,7.8,36.3,4.3,59.4,36.3,22.2,16.3,19,15.8,63.5,,5.4,12.9,24.5,,,,
0500000US21165,Menifee,Kentucky,,Micropolitan,6306,75,1278,182,20.3,2.9,19.1,21.6,4.4,7,6.4,12.6,4.8,8.7,15.8,1.2,83,41.6,27.1,100,20,0,,,,50.8,0,,,,
0500000US21167,Mercer,Kentucky,,Non core,21209,78,4044,384,19.1,1.8,18,20.1,3.5,4.7,7.2,12.9,3.8,9.2,29.5,7.2,63.3,42.4,31.8,22.1,19,0,47.8,,0,36.2,1.8,,,,
0500000US21169,Metcalfe,Kentucky,,Micropolitan,9891,75,2463,296,24.9,3,23.1,26.6,5.7,6.9,9.1,15.5,4.5,11.3,19.5,2.3,78.2,43.1,35.2,63.1,24.7,0,0,,0,32.5,8.8,,,,
0500000US21171,Monroe,Kentucky,,Non core,10510,122,2314,269,22,2.5,21,23.1,5,6.5,9.8,14.8,3.9,10.4,26.3,4.8,68.9,53.3,34.8,19.5,22.2,0,100,0,21.2,16.2,9.7,,,,
0500000US21173,Montgomery,Kentucky,,Micropolitan,27222,77,5583,518,20.5,1.9,19.8,21.2,4.9,5.4,8.7,12.6,4.1,8.7,27.9,4.1,67.9,31.7,32.9,27.2,20.6,0,0,0,2,21.7,26.2,,,,
0500000US21175,Morgan,Kentucky,,Non core,11636,143,3009,285,25.9,2.5,29.3,22.5,5.7,8.8,8.3,16.8,4.8,11.5,17.5,3.1,79.5,49.4,35.3,100,25.4,0,100,,,41.2,20.9,,,,
0500000US21177,Muhlenberg,Kentucky,,Micropolitan,30321,361,7188,508,23.7,1.7,22.9,24.5,4.5,6.7,9.5,15.5,5.5,10.3,22.5,3.8,73.7,47.4,27.3,12.2,24,8.5,73.2,0,12.2,36.5,33.5,,,,
0500000US21179,Nelson,Kentucky,,Micropolitan,44838,94,7867,590,17.5,1.3,16.7,18.3,3.3,4.7,7.8,9.1,3.4,8.5,32.9,5.6,61.5,31.5,18.8,20.4,17.6,21.2,0,,8.2,12.4,20.4,,,,
0500000US21181,Nicholas,Kentucky,,Non core,6964,98,1590,200,22.8,2.9,23.5,22.2,6.3,5.8,8.1,12.1,4,8.6,31.6,6.6,61.8,21.6,27.8,23,23,,62.5,,8.3,8.4,37.6,,,,
0500000US21183,Ohio,Kentucky,,Non core,23720,87,5178,482,21.8,2,22.5,21.2,3.6,6.7,10.2,13.2,4.7,9.8,16.6,7.2,76.1,42.1,28.3,25.8,21.7,0,50,,0,47.4,30.3,,,,
0500000US21185,Oldham,Kentucky,,Metropolitan,60638,353,5350,400,8.8,0.7,8.8,8.8,1.6,2.5,3.5,4.5,1.7,4.4,40.2,3.4,56.4,17.9,12.2,19.3,8.6,2.7,16.9,0,3.3,11.6,3.5,,,,
0500000US21187,Owen,Kentucky,,Non core,10628,74,2024,263,19,2.5,19,19.1,3.6,5.1,8.1,11.2,3.8,10.2,15.1,6.3,78.6,24.9,32.5,26.3,19.2,,66.7,0,0,0,4,,,,
0500000US21189,Owsley,Kentucky,,Non core,4422,84,1308,167,29.6,3.7,28.2,30.6,10.4,12.3,15,18,7.8,13.6,6.3,2.8,90.9,58.5,46.4,0,30.9,,100,,0,0,0,,,,
0500000US21191,Pendleton,Kentucky,,Metropolitan,14433,55,2574,254,17.8,1.7,18.2,17.4,4.1,5.1,8,9.1,3.9,8.6,31.1,4.2,64.6,24.6,27.1,4.9,17.8,48.3,0,,,19.4,6.5,,,,
0500000US21193,Perry,Kentucky,,Non core,26713,187,8032,486,30.1,1.8,30.6,29.5,8.3,9.3,11.6,21.8,6,13.8,16.3,6.3,77.5,62.4,36.4,21.9,30.7,0,0,42.3,0,5.1,16.6,,,,
0500000US21195,Pike,Kentucky,,Non core,60871,199,16848,685,27.7,1.1,29,26.5,7,8,12.3,17.9,6,12.5,19.4,5.2,75.4,47.9,32.9,18.9,27.8,11.8,38.4,,22.3,38.7,25.5,,,,
0500000US21197,Powell,Kentucky,,Non core,12096,82,2713,335,22.4,2.8,21.8,23,5.8,7.5,10.3,13.7,4.2,10.1,19.2,2.3,78.5,39.9,32.8,4.3,22.7,0,0,0,3.2,29.1,22.4,,,,
0500000US21199,Pulaski,Kentucky,,Micropolitan,63214,122,12951,703,20.5,1.1,19.2,21.7,3.9,5,7.9,12.8,4.2,9.8,22,4.9,73.2,33.2,38.6,33.7,20.6,0,40.9,,5.8,18.3,8.9,,,,
0500000US21201,Robertson,Kentucky,,Non core,2099,53,404,92,19.2,4.3,18.7,19.9,3,6.5,10.6,4.9,2.9,7.2,18,0,82,28.4,33.4,0,19.3,,,,,42.9,100,,,,
0500000US21203,Rockcastle,Kentucky,,Micropolitan,16524,146,4041,314,24.5,1.9,24.1,24.8,5.9,7.3,9.8,15.4,5,11.9,21.9,3.7,74.4,46.1,26.1,0,24.7,0,8.3,0,0,25.7,0,,,,
0500000US21205,Rowan,Kentucky,,Non core,24171,55,4386,476,18.1,2,20.4,16.1,2.1,3.8,7.7,11.3,3.4,9.5,21.2,1.9,76.9,48.3,35.1,6.1,18.1,0,67.7,,61.4,27.7,7.4,,,,
0500000US21207,Russell,Kentucky,,Non core,17563,104,3302,341,18.8,1.9,19.8,17.9,3.7,6.2,7.6,12.2,5.2,9.9,23.4,0.9,75.7,40.7,28.1,40,19.1,0,100,0,0,53.8,2.4,,,,
0500000US21209,Scott,Kentucky,,Metropolitan,52042,91,6242,354,12,0.7,12.6,11.4,2.6,3.2,4.3,6.7,2.2,5.2,45.2,4.6,50.2,28.3,19.4,15.1,12.3,9.3,19.8,,3.7,6.4,6.4,,,,
0500000US21211,Shelby,Kentucky,,Metropolitan,44672,171,6259,529,14,1.2,13.6,14.5,1.9,3.9,4.9,8.2,2,5.6,41.7,8.9,49.4,21.9,20.1,20.5,13.8,0,,0,5.9,14.9,9.4,,,,
0500000US21213,Simpson,Kentucky,,Non core,17536,148,2385,304,13.6,1.7,14.2,13,2.3,5.1,5.1,8.7,5,7.8,35,1.5,63.5,29.6,14.6,16,13.9,0,8.5,,0,2.9,1.3,,,,
0500000US21215,Spencer,Kentucky,,Metropolitan,17887,99,2410,317,13.5,1.8,15,11.9,1.8,5.4,5.1,7.1,2.1,4.2,23.1,10.9,65.9,26.6,19,34.7,13.3,9.3,0,,0,13.4,2.3,,,,
0500000US21217,Taylor,Kentucky,,Micropolitan,25008,141,5115,557,20.5,2.2,19.1,21.7,4.7,6.1,7.3,12.7,4.1,9.2,21.8,2.2,76,26.5,29.8,19.6,21.1,6.4,,,0,7.3,12.5,,,,
0500000US21219,Todd,Kentucky,,Non core,12137,127,1650,208,13.6,1.7,14.9,12.4,2.5,3.2,5.4,9,3.6,6.8,31.5,3.7,64.8,34.1,24.7,16.1,13.7,0,75,,2.9,15.9,3.5,,,,
0500000US21221,Trigg,Kentucky,,Metropolitan,14215,66,2523,342,17.7,2.4,18.4,17.1,3.7,6.3,6.3,10.6,4,9,22.1,5.4,72.5,29.2,20.7,20.4,17.6,0,,,,19.2,4.5,,,,
0500000US21223,Trimble,Kentucky,,Metropolitan,8674,43,1759,290,20.3,3.3,22.2,18.4,3.7,6.4,6.8,11.5,2.7,8,33,8.2,58.8,36.8,21.5,,20.1,0,0,0,0,41.3,12.6,,,,
0500000US21225,Union,Kentucky,,Non core,14748,48,2848,267,19.3,1.8,18.4,20.3,3,4.6,7.7,11.6,3.3,6.5,30.9,6.7,62.4,37.9,28.8,10.8,20.9,0,44.4,,0,13.3,13.7,,,,
0500000US21227,Warren,Kentucky,,Metropolitan,122496,249,18158,990,14.8,0.8,15.4,14.3,2.5,3.9,6.9,7.9,3,6.3,33.9,5.6,60.5,30.4,23.1,15,15.6,7.8,28.8,9.8,4.4,7,7.4,,,,
0500000US21229,Washington,Kentucky,,Non core,11873,78,2125,234,17.9,2,19.7,16.1,2.5,5.4,8.3,11.1,4.6,8.4,31.9,3.4,64.7,45.4,29.1,27.9,17.3,0,,,8.8,29.3,9.9,,,,
0500000US21231,Wayne,Kentucky,,Non core,20408,150,4370,419,21.4,2,22.3,20.5,5.2,7.1,8.8,13.9,5.4,11.3,15.7,6.8,77.5,53.8,32.8,5,21.8,0,0,,14.5,18.3,4.6,,,,
0500000US21233,Webster,Kentucky,,Non core,12851,106,2769,241,21.5,1.9,21.5,21.6,4.5,6.3,8.8,12.6,3.6,11.4,27.6,2.1,70.3,37.5,23.1,25.1,22.1,100,100,0,3.4,10.3,2.6,,,,
0500000US21235,Whitley,Kentucky,,Micropolitan,35396,200,7276,677,20.6,1.9,21.6,19.5,3.5,5.3,8.8,13.7,5.4,9.9,27.4,5.2,67.4,46.4,27.2,32.5,20.3,0,0,100,8.8,35.2,7,,,,
0500000US21237,Wolfe,Kentucky,,Non core,7119,60,2374,265,33.3,3.7,33.2,33.5,8.6,8.8,18.5,21.9,7.5,17.1,13.9,0.8,85.3,59,41.4,,33.2,,45.2,,0,54.8,100,,,,
0500000US21239,Woodford,Kentucky,,Metropolitan,25675,78,3333,366,13,1.4,11.1,14.7,2.1,3.8,4.8,8,3.1,4.7,39.3,5.2,55.4,23.8,24,20.5,13.1,0,100,0,0,7.2,4.1,,,,
0500000US22001,Acadia,Louisiana,,Metropolitan,61694,182,11437,878,18.5,1.4,17.9,19.1,4.6,5.6,8.1,12,4.4,9.3,24.8,5.6,69.6,38.7,35.9,17.2,19.1,0,52.8,0,0,18.9,20.3,,,,
0500000US22003,Allen,Louisiana,,Non core,21250,405,4371,429,20.6,2,20.2,20.9,4.4,5.8,8.2,11.5,5.8,10.9,21.1,4.2,74.8,49.8,23.1,21.8,20.3,2.9,33.3,,28.8,15,41.3,,,,
0500000US22005,Ascension,Louisiana,,Metropolitan,118306,207,14341,980,12.1,0.8,11.8,12.4,2.4,3.2,5.8,5.7,2.4,4.7,37.8,8.4,53.7,24.3,24.1,15.7,11.5,7.6,13.8,,2,5.1,4.7,,,,
0500000US22007,Assumption,Louisiana,,Non core,22676,150,4426,405,19.5,1.8,20.7,18.4,4.6,5.3,7.6,9.8,3.6,8.1,34.9,6.8,58.3,38.9,26.1,21,18.8,0,35.4,,14.9,21.5,29.7,,,,
0500000US22009,Avoyelles,Louisiana,,Non core,37485,329,7110,514,19,1.4,20.2,17.9,4.9,5.6,6.7,10.9,4.6,9.7,29.3,3.8,66.9,38,27.1,17.3,19.3,29.8,22,22,50,25.7,14.5,,,,
0500000US22011,Beauregard,Louisiana,,Micropolitan,35941,158,7468,616,20.8,1.7,21.5,20,5.1,7.7,8.6,11.4,3.4,5.8,36.4,3.6,60.1,32.6,24.8,27.3,19.9,18.6,15.4,50,5.7,23,15.6,,,,
0500000US22013,Bienville,Louisiana,,Non core,13478,141,2846,273,21.1,2,21.7,20.6,5.4,6.1,8.1,11.9,3.8,8.9,26.8,4.8,68.4,35.3,30.9,22.5,19.8,0,100,,20.1,32.2,24.4,,,,
0500000US22015,Bossier,Louisiana,,Metropolitan,119547,554,14588,851,12.2,0.7,11.1,13.2,1.8,3.2,4.8,7,2.5,5.6,34.2,4.7,61.2,21.2,18.4,11.8,12.7,6.9,9.8,16.2,7.5,7.2,4.1,,,,
0500000US22017,Caddo,Louisiana,,Metropolitan,246699,420,37490,1159,15.2,0.5,15,15.4,2.9,3.8,6,9.4,3.5,7.4,31.6,6,62.4,28.2,26.9,14.5,16.3,7.1,28.2,40,4.7,14.4,10,,,,
0500000US22019,Calcasieu,Louisiana,,Metropolitan,196471,302,30428,1208,15.5,0.6,16.4,14.6,3.2,4.7,7.1,8.1,2.9,5.9,36.1,5,58.9,33.6,22.7,15,15.9,4.6,40.4,100,8.2,12.7,10.3,,,,
0500000US22021,Caldwell,Louisiana,,Non core,9443,253,1388,191,14.7,2,12.8,16.7,3,4.7,4.6,9.9,4.3,6.7,18.1,6.3,75.6,36.5,24.5,11.1,14.8,0,57.6,,92.3,30,11.5,,,,
0500000US22023,Cameron,Louisiana,,Metropolitan,6779,32,1103,179,16.3,2.6,22.1,10.8,4,7.3,6.3,6.4,2.5,5.4,42.3,5.3,52.4,31.6,12.1,8.4,16.7,0,,,0,100,3.4,,,,
0500000US22025,Catahoula,Louisiana,,Non core,9017,182,1177,184,13.1,2,12,14.1,2.6,3.3,4.5,8.5,3.6,6.1,21.6,3.5,74.9,32.4,27.1,12.3,13.2,0,46.7,,0,48.1,15.4,,,,
0500000US22027,Claiborne,Louisiana,,Non core,14313,233,2838,308,19.8,2.1,18,21.8,5.3,6.1,7.6,11.4,4.7,7.7,27.6,9.2,63.2,30.3,32.3,16.3,23.5,0,15.9,,,23.7,0,,,,
0500000US22029,Concordia,Louisiana,,Micropolitan,18164,305,2257,305,12.4,1.7,12,12.8,1.5,3.2,4.2,8.2,3.1,6.4,24.9,2.6,72.5,32.7,29.6,11.2,13.3,24.3,0,,0,14.8,9.2,,,,
0500000US22031,De Soto,Louisiana,,Metropolitan,26970,85,4690,480,17.4,1.8,18.3,16.6,3.6,4.6,6.7,10.2,3.8,7.8,25.1,5.8,69.1,32,31.5,16.1,18.8,24.4,9.7,0,0,4.5,12.7,,,,
0500000US22033,East Baton Rouge,Louisiana,,Metropolitan,443233,381,61294,1715,13.8,0.4,12.9,14.7,4,3.2,5.2,7.4,2.6,5.7,40,7.2,52.9,30.1,24.9,16.5,12.1,6.9,17.9,11.8,6,10.3,8.4,,,,
0500000US22035,East Carroll,Louisiana,,Non core,4991,1266,719,138,14.4,3.6,14.2,14.5,3.4,2.5,5.9,8.8,3.5,7.9,20.9,0.8,78.3,42.8,37.8,12.5,18.7,,,,,0,0,,,,
0500000US22037,East Feliciana,Louisiana,,Metropolitan,16358,313,2622,319,16,1.9,17.8,14.4,3.2,4.9,6.2,10.1,2.9,7.6,32.3,3.1,64.6,30.1,24.2,13.9,17.3,19.4,0,,100,20.7,1.9,,,,
0500000US22039,Evangeline,Louisiana,,Non core,32192,367,7411,676,23,2.1,23.6,22.5,5.4,5.4,9.8,14,6.4,12.1,21.5,6.7,71.8,44.4,33.9,23.6,22.9,0,31,,12.5,20.6,34.3,,,,
0500000US22041,Franklin,Louisiana,,Non core,19059,558,3388,314,17.8,1.5,16.9,18.6,3.7,4.4,6.5,10.5,3.6,9,21.1,7.1,71.8,47.3,29.8,20.5,16.4,37.5,0,,,24.3,6.5,,,,
0500000US22043,Grant,Louisiana,,Metropolitan,18907,376,3212,343,17,1.8,17.6,16.4,3.6,5.3,7.1,9.7,3.9,6.4,27.5,5,67.5,32.3,28.4,20.1,16.5,29,28.8,,8.5,17.7,10.3,,,,
0500000US22045,Iberia,Louisiana,,Metropolitan,72549,181,11631,841,16,1.2,17.3,14.8,3.7,4.3,7.2,9.2,3.5,8.3,27.9,6.2,66,33.4,25.4,15.2,16.9,3.4,18.9,,1.4,25.7,8.7,,,,
0500000US22047,Iberville,Louisiana,,Metropolitan,29690,327,5799,533,19.5,1.7,17.6,21.4,5.3,4.7,7.8,11.2,4.6,10.3,37.1,3.9,59,34,26.8,19.2,20.1,15,0,,9.2,9.9,23,,,,
0500000US22049,Jackson,Louisiana,,Non core,14713,224,3357,316,22.8,2.1,24.7,21.1,5.1,6.7,10.5,13.3,3.1,8.9,23.6,3.5,72.9,42.7,30.7,26.4,21.7,0,90,,15.9,0,3.2,,,,
0500000US22053,Jefferson Davis,Louisiana,,Micropolitan,30901,157,5898,407,19.1,1.3,20.1,18.1,5.2,6.5,8.7,10,3.2,7.3,36.3,6.4,57.3,29.5,28.1,20,18.6,5.8,50,,0,18.6,17.2,,,,
0500000US22051,Jefferson,Louisiana,,Metropolitan,433725,376,59173,1656,13.6,0.4,13.1,14.2,2.4,3.4,5.5,7.8,3,6.2,36.1,6.7,57.2,29.9,19.6,12.6,14.7,7.8,26,16.4,7.8,16.2,9,,,,
0500000US22059,La Salle,Louisiana,,Non core,13529,234,2107,291,15.6,2.1,18.9,12.5,3.4,4.3,6.3,9.5,3,6.9,28.9,2,69.1,46.6,22.8,8.6,16,,18.2,,,40,15.9,,,,
0500000US22055,Lafayette,Louisiana,,Metropolitan,236010,365,27539,1252,11.7,0.5,11.9,11.5,1.9,2.7,5.3,6.6,2.7,6.2,34.4,4.3,61.3,26.2,24.3,12.8,11.4,4.2,18.6,,9.4,12,7,,,,
0500000US22057,Lafourche,Louisiana,,Metropolitan,97260,206,16443,1005,16.9,1,16.8,17,3.2,4.7,7.5,9.2,3.2,6.8,33.7,4.2,62.1,31.6,21.9,16.6,17.7,16.7,13.8,0,2,11,7.7,,,,
0500000US22061,Lincoln,Louisiana,,Micropolitan,46893,191,6381,468,13.6,1,13.7,13.5,3.5,3.6,6,6.7,2.6,4.8,31.3,9.9,58.7,30.4,33.2,15,12.8,0,24.7,,7,26.8,14.2,,,,
0500000US22063,Livingston,Louisiana,,Metropolitan,136051,212,18353,1208,13.5,0.9,14.6,12.4,2.3,4,6.5,7.3,2.7,6,39.3,5.7,55,24.1,21.8,15.1,13.5,3.4,29.1,0,0,14.6,8.8,,,,
0500000US22065,Madison,Louisiana,,Non core,9978,353,1286,204,12.9,1.9,14.7,11.3,3.7,3.2,6.4,8.2,4.5,7.5,33.7,12.3,54,25.1,39.7,11.8,14,,0,,87.2,0,19.4,,,,
0500000US22067,Morehouse,Louisiana,,Micropolitan,25514,159,3965,394,15.5,1.5,14.8,16.2,3.7,3.4,6.4,9.1,3.7,9,18.4,6.1,75.6,29.2,32.2,13.6,17.7,0,69.6,,0,13.9,4.9,,,,
0500000US22069,Natchitoches,Louisiana,,Micropolitan,38338,325,6057,498,15.8,1.3,16.6,15.1,3.6,4.9,6.6,9.2,4,8.5,26.9,7.6,65.5,40.9,30.7,15.9,15.7,0,24.4,,7.1,24.3,19.1,,,,
0500000US22071,Orleans,Louisiana,,Metropolitan,382251,961,52922,1288,13.8,0.3,13.3,14.3,3.3,2.7,6,8.1,3.1,6.4,28.7,7,64.3,27.8,33.4,16.3,10.2,6.6,27.1,10.1,8.6,15.1,9,,,,
0500000US22073,Ouachita,Louisiana,,Metropolitan,150783,848,19527,992,13,0.7,13.5,12.5,2,3.2,5.4,7.4,3.1,6.7,28.7,4,67.3,28.4,28.4,12.1,13.5,2.1,22.3,0,11.3,20.1,6.2,,,,
0500000US22075,Plaquemines,Louisiana,,Metropolitan,22467,171,2350,280,10.5,1.3,10.8,10.2,1.8,3.2,3.4,6.5,2.2,5.2,34.9,1.8,63.4,16.6,27.8,10.4,10.9,5.9,17.6,,6.4,6.3,6,,,,
0500000US22077,Pointe Coupee,Louisiana,,Metropolitan,22144,102,4673,450,21.1,2,20.5,21.7,6.1,6,5.3,13,4.5,7.6,34.6,8.8,56.6,42.7,23.5,24.2,19.7,0,61,,0,19.3,8.2,,,,
0500000US22079,Rapides,Louisiana,,Metropolitan,129374,313,22368,1015,17.3,0.8,17.4,17.1,3.9,4.2,7.3,10.5,4.4,9.2,27.7,5.3,67,33.3,24.6,15.5,18.2,13.4,35.7,0,6.6,14.1,11.3,,,,
0500000US22081,Red River,Louisiana,,Non core,8586,74,1286,221,15,2.6,14.7,15.3,4.5,3.9,5.9,8.8,4.7,9.5,27.6,2.9,69.5,52.3,25.8,12.7,16.1,0,0,0,0,26.2,0,,,,
0500000US22083,Richland,Louisiana,,Non core,19793,148,2704,292,13.7,1.5,15.6,11.9,2.8,3.7,4.8,8.3,3.2,5.7,38,2.4,59.6,36.1,27.2,11.2,15.1,0,,,10.9,21.9,8.3,,,,
0500000US22085,Sabine,Louisiana,,Non core,23761,132,3497,282,14.7,1.2,14.8,14.7,3.6,4.2,4.9,9.9,3.5,7.3,24.8,5.9,69.4,28,22.3,11.6,15.7,2.8,14.3,0,4.4,14.7,13.5,,,,
0500000US22087,St. Bernard,Louisiana,,Metropolitan,44760,107,5965,396,13.3,0.9,12.2,14.4,2.9,2.8,6,8,3.1,7.3,20.6,6.5,72.9,31.9,23.4,10.7,14.6,4.1,19.7,0,9,12.5,11.9,,,,
0500000US22089,St. Charles,Louisiana,,Metropolitan,52057,145,5979,524,11.5,1,12.6,10.4,2,3.4,4.2,5.7,2.1,5.9,32.4,3.5,64.1,26.2,18.1,10.7,12,2.3,4.4,,2.6,19.4,8.8,,,,
0500000US22091,St. Helena,Louisiana,,Metropolitan,10367,58,2327,359,22.4,3.5,19.4,25.2,5.2,5.6,11.2,13.9,6.1,10,20.3,8.2,71.5,27.8,39.4,25.2,19.8,30.4,0,,0,0,4.2,,,,
0500000US22093,St. James,Louisiana,,Metropolitan,21275,112,3329,325,15.6,1.5,16.6,14.8,3.5,5.1,5.8,9.3,3.6,6.5,34.6,2.2,63.1,34.3,19.9,15.1,16.3,0,0,,6.1,22.5,2.1,,,,
0500000US22095,St. John the Baptist,Louisiana,,Metropolitan,42910,118,5887,573,13.7,1.3,14.8,12.7,2.1,3.8,5.4,8.2,2.6,6.5,26.5,4.4,69.2,43.4,25,12.5,16.3,1.8,,,0,6.3,7.9,,,,
0500000US22097,St. Landry,Louisiana,,Micropolitan,82485,171,10583,654,12.8,0.8,12.9,12.8,2.6,3.2,5.2,7.7,3.4,7.3,19.8,4.6,75.6,33.2,27.7,12.5,13.4,0,34.8,,8.7,2.9,4.5,,,,
0500000US22099,St. Martin,Louisiana,,Metropolitan,53363,146,8053,578,15.1,1.1,16.8,13.5,1.9,4.3,5.6,9.4,4.1,8.1,36.6,3.1,60.3,35.6,21.5,14.8,15.7,2.6,8.8,,14.1,9.7,11.5,,,,
0500000US22101,St. Mary,Louisiana,,Micropolitan,51764,170,8909,621,17.2,1.2,16.7,17.7,4.7,4.2,8.5,10,4,7.5,33.2,4.6,62.1,30,28.3,19.4,16.7,4.4,33.3,42.9,5.4,12.4,11.5,,,,
0500000US22103,St. Tammany,Louisiana,,Metropolitan,246763,287,34949,1377,14.2,0.6,14.3,14,2.6,4.2,6.2,7.3,2.8,5.8,41.9,4.9,53.2,31.2,17.9,14.7,14.2,6.8,23.3,23.3,9.3,13.5,11.8,,,,
0500000US22105,Tangipahoa,Louisiana,,Metropolitan,128049,235,25858,1424,20.2,1.1,20.3,20.1,3.9,4.7,10.2,11.3,4.2,8.3,37,8.4,54.6,37.1,28.4,21.9,19.6,24,20.2,0,20.2,15.6,9.7,,,,
0500000US22107,Tensas,Louisiana,,Non core,4753,7,584,98,12.3,2.1,11.2,13.4,2.8,3.8,2.7,8.8,3.7,6.2,21.1,0,78.9,17.2,22.3,11.5,13.5,0,,,0,0,2.4,,,,
0500000US22109,Terrebonne,Louisiana,,Metropolitan,111739,254,17092,1052,15.3,0.9,14.9,15.7,3.1,4,6.3,8.8,3.1,7.2,28.9,7.6,63.4,34.2,24.2,14.6,16.1,3.7,14.3,0,8.7,6.1,6.9,,,,
0500000US22111,Union,Louisiana,,Metropolitan,22046,152,3497,402,15.9,1.8,16.5,15.3,2.3,4.5,6.8,8.2,4.1,8,36.2,7,56.7,31.3,25.4,16.7,15.7,0,100,0,0.5,17.3,11.9,,,,
0500000US22113,Vermilion,Louisiana,,Metropolitan,59402,129,9517,870,16,1.5,17.1,15,2.4,4.1,8.2,9.1,3.7,8.4,25.3,7,67.7,35.3,26.8,13.8,16,20.4,58.8,,41.7,14.2,13.3,,,,
0500000US22115,Vernon,Louisiana,,Micropolitan,46516,451,8013,506,17.2,1.1,19,15.5,3.5,5.4,7.9,10.5,4.1,8.4,27.7,4.3,67.9,25.4,23.9,13.9,18,10.3,31.8,9.5,10.3,14.9,8.8,,,,
0500000US22117,Washington,Louisiana,,Micropolitan,44595,213,10351,739,23.2,1.7,23.9,22.6,5,6.5,9.6,14.1,6.2,12.3,27,4.3,68.8,34.8,33.4,25,22.5,39.4,32.5,0,7.8,22.1,10.1,,,,
0500000US22119,Webster,Louisiana,,Metropolitan,39092,215,6616,402,16.9,1,15.5,18.2,3.4,4.4,7,9.3,4.2,8.2,23.4,6.5,70.1,34.6,29.9,18.5,16.1,22.6,31.8,0,22.7,12.3,8.3,,,,
0500000US22121,West Baton Rouge,Louisiana,,Metropolitan,24763,335,3695,463,14.9,1.9,16.2,13.8,3.3,4,6.3,7.9,3.5,7.2,34.1,8.5,57.5,34.5,25.4,16.5,13.7,20,0,,14.2,33.9,8.9,,,,
0500000US22123,West Carroll,Louisiana,,Non core,10683,143,1406,212,13.2,2,13.6,12.7,2,4.2,4.5,8.5,3.1,6.5,26.9,7.2,65.8,32.5,26.6,9.6,13.7,,44.1,0,0.5,33.3,7.3,,,,
0500000US22125,West Feliciana,Louisiana,,Metropolitan,12074,185,1389,435,11.5,3.6,11,12.2,1.6,2.5,4.2,5.6,2.3,4.5,41.4,0.4,58.2,23.2,17.4,13,10.6,0,,,46.2,17,0.6,,,,
0500000US22127,Winn,Louisiana,,Non core,12833,270,2704,276,21.1,2,20.1,21.9,5,6.8,7.2,14.1,3.6,8.9,24,4.6,71.3,42.9,29.2,20.5,21,,33.3,,51.9,30.1,5.4,,,,
