,variable,coef_2006,odds_ratio_2006,OR_lower_CI_2006,OR_upper_CI_2006,pvalue_2006,coef_2007,odds_ratio_2007,OR_lower_CI_2007,OR_upper_CI_2007,pvalue_2007,coef_2008,odds_ratio_2008,OR_lower_CI_2008,OR_upper_CI_2008,pvalue_2008,coef_2009,odds_ratio_2009,OR_lower_CI_2009,OR_upper_CI_2009,pvalue_2009,coef_2010,odds_ratio_2010,OR_lower_CI_2010,OR_upper_CI_2010,pvalue_2010,coef_2011,odds_ratio_2011,OR_lower_CI_2011,OR_upper_CI_2011,pvalue_2011,coef_2012,odds_ratio_2012,OR_lower_CI_2012,OR_upper_CI_2012,pvalue_2012,coef_2013,odds_ratio_2013,OR_lower_CI_2013,OR_upper_CI_2013,pvalue_2013,coef_2014,odds_ratio_2014,OR_lower_CI_2014,OR_upper_CI_2014,pvalue_2014,coef_2015,odds_ratio_2015,OR_lower_CI_2015,OR_upper_CI_2015,pvalue_2015,coef_2016,odds_ratio_2016,OR_lower_CI_2016,OR_upper_CI_2016,pvalue_2016,coef_2017,odds_ratio_2017,OR_lower_CI_2017,OR_upper_CI_2017,pvalue_2017
0,subject_race_black,-0.08553312372112316,0.9180227342215017,0.8099210282507789,1.0405529812797667,0.18087050845878083,0.18197534518781744,1.1995846179818224,1.0107418999513134,1.423709906325156,0.03732230480161469,0.4781007233547806,1.6130079427730422,1.4306828504208078,1.8185684008749068,5.621467011758675e-15,0.23026335743009646,1.25893151524389,1.1516829266810975,1.3761674531736288,4.00647085719984e-07,0.38062695995786905,1.4632016707754079,1.3424726230505353,1.5947879253544763,4.589824629472445e-18,0.3802077868306585,1.4625884644841072,1.3412447091451905,1.5949103111879734,7.695734487686438e-18,0.342249915062371,1.4081121619829433,1.3038202239546928,1.5207463608059353,2.852510018230518e-18,0.43401754294149597,1.5434459444608928,1.424389464200562,1.6724536675857828,3.0800637052540567e-26,0.41517322601191026,1.5146330918183755,1.3981307962259306,1.6408431950887197,2.78774330652578e-24,0.18800522101414954,1.2068398162609137,1.108135955088722,1.3143354255625297,1.5706484352482396e-05,0.20372926960023963,1.225966202203575,1.1254206501553166,1.335494535965759,3.067489983359632e-06,0.40871731471942635,1.5048862511592946,1.3920947584458172,1.6268164327093984,8.467024920707908e-25
1,subject_race_hispanic,0.7836983536571904,2.1895550587304076,1.9189659095385292,2.498299386863423,2.4535399807269187e-31,0.6970278029906146,2.0077763235904302,1.731856938658876,2.3276551749661136,2.439088321258865e-20,0.1592524206485507,1.172633906337132,1.0766362770028914,1.2771911068419155,0.00025773955648236967,-0.13512194835898012,0.8736093699628156,0.8315402408346709,0.9178068526434281,8.047905487080084e-08,0.16522724321595608,1.179661158250493,1.1223674354112252,1.2398795656210615,7.795369826254193e-11,0.21418474238779944,1.2388515020385238,1.1772115743043405,1.3037189555412338,1.9449460654281231e-16,0.18493125688069217,1.2031357299818215,1.1500584257955015,1.2586626490368285,9.474697442197754e-16,0.25653202042159856,1.2924401496155942,1.2343514791515264,1.3532624771402928,7.9670512958801225e-28,0.13042477456027177,1.1393122314062765,1.0894060127973357,1.191504678130893,1.1500059850329744e-08,-0.0203626059659615,0.9798433118519722,0.9322869435862974,1.0298255514421135,0.42245007783536204,-0.01956011457915296,0.9806299432604049,0.9335700973933788,1.0300620042393027,0.4356612757652645,0.10216772421471046,1.1075692223281135,1.0618254596016719,1.1552836402215148,2.0584459793755398e-06
2,subject_race_asian/pacific islander,0.7071812565074155,2.028266031786172,1.3434948016066144,3.0620610446561254,0.0007655523278486385,0.08952375079772662,1.093653308142393,0.760749775477066,1.5722351776715802,0.6288089385996958,0.6289742102429515,1.8756855330795386,1.4456647010241375,2.433618401633182,2.2009789372288606e-06,0.6369808973035879,1.890763843270557,1.5559447084306315,2.2976317163770412,1.4967369529725033e-10,0.7309112567684248,2.0769724007466035,1.729275182403717,2.494579461590865,5.313091359739037e-15,0.8307264376864522,2.2949852986762878,1.9079531077385674,2.7605277612839436,1.190874311545593e-18,0.6201547753578108,1.8592157803660052,1.6059882438581732,2.1523714953589894,1.0272872401603651e-16,0.8514053818777773,2.3429372608110217,1.990354677166513,2.757978299581936,1.4289600242280857e-24,0.6783350710826227,1.9705941003800167,1.6854291443791083,2.304007333327006,1.810509595659151e-17,0.5320379067033684,1.7023981044436531,1.437806868598258,2.01568052657782,6.69099398180232e-10,0.5807762443645992,1.7874253712496317,1.4747423675659215,2.166405148487111,3.226923119552639e-09,0.741341487269947,2.09874907205958,1.7655647438756679,2.494809483905923,4.273795505702344e-17
3,county_type_Non core,0.7173005543378457,2.048894858428828,1.8341546547963616,2.2887765379643894,6.065598836172875e-37,0.5626677566441197,1.7553491037368079,1.5402156225091894,2.000531893690249,3.3181777085230246e-17,-0.2164268270497542,0.8053914656362217,0.7542398013161536,0.8600121762173688,1.0162807810585572e-10,0.04185580040723442,1.0427441046338337,0.9881636862524602,1.1003392280809068,0.1270378964192617,0.3041154373674034,1.35542551381199,1.283033385989661,1.431902196430687,1.7989264389356695e-27,0.03892364090854907,1.0396910907519321,0.9864376702015686,1.0958194286802325,0.14679508296705232,0.1156502124937189,1.12260313089957,1.0721231944348328,1.1754598688351747,8.36621201876093e-07,-0.03809342529141874,0.9626230033554298,0.9186464186636761,1.008704794100198,0.11033655585007147,0.028370023451822744,1.028776285353707,0.9795703138851389,1.0804539809995448,0.25657696486561643,0.10175286200875604,1.1071098290163415,1.0471071934917724,1.1705508100057036,0.000344804822750734,-0.04782838271464157,0.9532973753475122,0.9019760778459699,1.0075387897367796,0.09027278719551797,0.0531101209740662,1.054545766332534,1.0004767772256193,1.111536817849683,0.047960982537151746
4,county_type_Micropolitan,0.020715847461336808,1.0209319100232075,0.9166224827084098,1.1371114985352209,0.7063737239965697,-0.17725847544931733,0.8375632670001978,0.7406397435616726,0.9471706485187155,0.004728692394923692,-0.22827239452399686,0.795907429479695,0.7340904307909807,0.8629299739248947,3.134926432307782e-08,-0.005248558972761132,0.9947651906471363,0.9308062217325529,1.0631190052439952,0.8769830364870955,-0.03426367576055793,0.9663166767583315,0.909175515935904,1.0270491268344886,0.27056953822981933,0.17181355315972763,1.1874564150766391,1.1074204035794508,1.2732768270740105,1.3941158873399048e-06,0.6441681811435744,1.9044022525358364,1.7737959384513615,2.0446252361080233,1.190934498401893e-70,0.23762851731559997,1.2682379768579424,1.1895417817846263,1.3521404548999205,3.5846484487584566e-13,-0.23421275310066997,0.791193469124284,0.7480791037354959,0.8367926633147268,2.561720876453335e-16,-0.2516348399676354,0.777528608608588,0.7298660438030801,0.8283036898862995,6.3702600329680405e-15,-0.4437961882859387,0.6415961723181398,0.6048915191197097,0.6805280539101464,2.4514393857783774e-49,-1.0052161082258932,0.3659655380944227,0.34957485090791207,0.3831247434559346,0.0
5,subject_sex_female,-0.006489374231993308,0.9935316362840341,0.9123202125766785,1.0819722052516358,0.8814334822215346,-0.016151937043676585,0.9839778060183225,0.8874491787653446,1.0910059369074498,0.7591469287770759,0.06665281860609548,1.0689243031162572,1.003973659582242,1.1380768358684,0.03716401728188785,0.03819054429346809,1.0389291760452413,0.9893031075295693,1.0910446198166648,0.1261880069081293,0.013196070353214781,1.013283522742168,0.966895274970856,1.0618973161201202,0.5810000660694887,-0.00580144488695367,0.9942153509986031,0.9480849093975248,1.04259033591138,0.8108479089447771,-0.07533150509917667,0.9274359856039522,0.8895041746219663,0.9669853519897501,0.00040678058786669194,-0.08892458670574364,0.9149145676943954,0.8768737613962025,0.9546056719117693,4.0599569821781694e-05,-0.002151167309823356,0.9978511447923707,0.9556486592784585,1.0419173380259135,0.9222766472110013,-0.08688496084004729,0.9167825554620705,0.8734719432474389,0.9622406998841275,0.0004334527534607023,-0.03956377889933377,0.9612086472060305,0.9159128278342753,1.0087445392028302,0.10817621612372275,-0.041906845749207375,0.9589591075290297,0.9200396560342745,0.9995249268675165,0.04742966867995548
6,const,5.088698636746742,162.17867130205798,152.41669764697335,172.56587914154468,0.0,5.38951017451461,219.09604044155867,202.79982861580467,236.70175297883915,0.0,4.39961954964203,81.41988654678025,77.57127160322375,85.4594463682231,0.0,3.8125803053302927,45.26709121901189,43.45704854171639,47.15252453151092,0.0,3.472442554791978,32.215334142200106,30.999508234709133,33.478845729932644,0.0,3.5028316660973453,33.20935675206525,31.937700894503884,34.53164582913767,0.0,3.1956160662081294,24.42521660868196,23.601341126091203,25.277851931960914,0.0,3.188302578106896,24.247234705221643,23.395631902900785,25.129835915105534,0.0,3.133589237910959,22.956227211918566,22.126775216915608,23.81677233302191,0.0,3.384205869174707,29.494560873440548,28.235401984378708,30.80987200389001,0.0,3.562984616761362,35.26830258439417,33.736561832656285,36.8695889449043,0.0,3.401607278449677,30.012299424200673,28.884905950167777,31.18369567419845,0.0
